CRIMETYPE	DATETIME	CASENUMBER	DESCRIPTION	POLICEBEAT	ADDRESS	CITY	STATE	Location
ASSAULT	10/08/2018 11:00:00 AM	18-051129	THREAT CRIME:INT:TERRORIZE	17X	400 E 19TH ST	Oakland	CA	"400 E 19TH ST
Oakland, CA
(37.799746, -122.250006)"
VANDALISM	10/20/2018 08:00:00 PM	18-053490	VANDALISM	03X	HARRISON ST & 10TH ST	Oakland	CA	"HARRISON ST &amp; 10TH ST
Oakland, CA
(37.800161, -122.269343)"
SEX CRIMES	10/03/2018 07:30:00 AM	18-050147	LOITER:INTENT:PROSTITUTION	19X	18TH AV & E 15TH ST	Oakland	CA	"18TH AV &amp; E 15TH ST
Oakland, CA
(37.787925, -122.241298)"
DISTURBING THE PEACE	10/22/2018 08:30:00 AM	18-053594	FIGHT/CHALLENGE FIGHT AT SCHOOL/UNIVERSITY/ETC	02X	900 10TH ST	Oakland	CA	"900 10TH ST
Oakland, CA
(37.805442, -122.282033)"
MOTOR VEHICLE THEFT	10/28/2018 06:16:00 AM	18-054841	VEHICLE THEFT - AUTO	26X	700 KEVIN CT	Oakland	CA	"700 KEVIN CT
Oakland, CA
(37.758133, -122.207264)"
THEFT/LARCENY	11/15/2018 08:30:00 PM	18-058013	BURGLARY-AUTO	04X	400 15TH ST	Oakland	CA	"400 15TH ST
Oakland, CA
(37.804887, -122.269537)"
ROBBERY	10/28/2018 11:40:00 PM	18-054822	ATT ROBBERY/INHABITED DWELLING - STRONGARM (HANDS, FISTS, FEET, ETC)	27X	2100 51ST AV	Oakland	CA	"2100 51ST AV
Oakland, CA
(37.773728, -122.204255)"
MOTOR VEHICLE THEFT	10/29/2018 08:00:00 PM	18-055134	VEHICLE THEFT - AUTO	18X	E 17TH ST & 21ST AV	Oakland	CA	"E 17TH ST &amp; 21ST AV
Oakland, CA
(37.787689, -122.236576)"
THEFT/LARCENY	10/25/2018 08:30:00 PM	18-915324	BURGLARY-AUTO	08X	25TH ST & TELEGRAPH AV	Oakland	CA	"25TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.814342, -122.26837)"
MOTOR VEHICLE THEFT	11/14/2018 08:00:00 PM	18-057886	VEHICLE THEFT - AUTO	32X	10100 INTERNATIONAL BLVD	Oakland	CA	"10100 INTERNATIONAL BLVD
Oakland, CA
(37.742106, -122.168833)"
ASSAULT	10/01/2018 09:00:00 PM	18-049876	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	06X	600 SYCAMORE ST	Oakland	CA	"600 SYCAMORE ST
Oakland, CA
(37.815423, -122.270452)"
ROBBERY	10/01/2018 08:15:00 AM	18-049721	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	03Y	800 MARTIN LUTHER KING JR W	Oakland	CA	"800 MARTIN LUTHER KING JR W
Oakland, CA"
MOTOR VEHICLE THEFT	10/27/2018 06:00:00 PM	18-054805	VEHICLE THEFT - AUTO	22X	3700 FRUITVALE AV	Oakland	CA	"3700 FRUITVALE AV
Oakland, CA
(37.802796, -122.215165)"
ASSAULT	10/25/2018 03:16:00 PM	18-054252	BATTERY	03X	14TH ST & BROADWAY	Oakland	CA	"14TH ST &amp; BROADWAY
Oakland, CA
(37.804316, -122.271185)"
THEFT/LARCENY	11/03/2018 03:00:00 PM	18-915888	THEFT		10TH ST	Oakland	CA	"10TH ST
Oakland, CA"
ASSAULT	10/22/2018 08:13:00 PM	18-053704	BATTERY	03X	13TH ST & BROADWAY	Oakland	CA	"13TH ST &amp; BROADWAY
Oakland, CA
(37.803663, -122.271636)"
MOTOR VEHICLE THEFT	11/02/2018 01:15:00 AM	18-055556	VEHICLE THEFT - AUTO	26Y	77TH AV & RUDSDALE ST	Oakland	CA	"77TH AV &amp; RUDSDALE ST
Oakland, CA
(37.755937, -122.186863)"
VANDALISM	10/18/2018 09:00:00 PM	18-914857	VANDALISM	01X	2ND ST & CLAY ST	Oakland	CA	"2ND ST &amp; CLAY ST
Oakland, CA
(37.797028, -122.278783)"
THEFT/LARCENY	10/25/2018 07:15:00 PM	18-915253	BURGLARY-AUTO	01X	500 2ND ST	Oakland	CA	"500 2ND ST
Oakland, CA
(37.796569, -122.277599)"
ROBBERY	11/15/2018 04:00:00 AM	18-057874	ROBBERY-FIREARM	03X	14TH ST & BROADWAY	Oakland	CA	"14TH ST &amp; BROADWAY
Oakland, CA
(37.804316, -122.271185)"
THEFT/LARCENY	11/15/2018 06:00:00 PM	18-916479	BURGLARY-AUTO		00	Oakland	CA	"00
Oakland, CA"
ASSAULT	11/08/2018 08:50:00 AM	18-056677	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	05X	SAN PABLO AV & W GRAND AV	Oakland	CA	"SAN PABLO AV &amp; W GRAND AV
Oakland, CA
(37.81269, -122.274019)"
ASSAULT	10/11/2018 09:00:00 AM	18-051851	THREAT CRIME:INT:TERRORIZE	30X	BANCROFT AV & HAVENSCOURT BLVD	Oakland	CA	"BANCROFT AV &amp; HAVENSCOURT BLVD
Oakland, CA
(37.769617, -122.182106)"
ROBBERY	10/07/2018 09:35:00 PM	18-050992	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	14X	300 VAN BUREN AV	Oakland	CA	"300 VAN BUREN AV
Oakland, CA
(37.810895, -122.256359)"
MOTOR VEHICLE THEFT	10/17/2018 11:22:00 PM	18-052839	VEHICLE THEFT - AUTO	08X	3000 RICHMOND BLVD	Oakland	CA	"3000 RICHMOND BLVD
Oakland, CA
(37.818388, -122.260519)"
THEFT/LARCENY	10/17/2018 10:15:00 AM	18-052718	THEFT	12Y	6000 HARWOOD AV	Oakland	CA	"6000 HARWOOD AV
Oakland, CA
(37.848113, -122.252143)"
MOTOR VEHICLE THEFT	10/16/2018 06:00:00 PM	18-052701	VEHICLE THEFT - AUTO	25X	3900 BAYO ST	Oakland	CA	"3900 BAYO ST
Oakland, CA
(37.792314, -122.193088)"
ASSAULT	10/08/2018 11:50:00 AM	18-051064	BATTERY	32X	10900 INTERNATIONAL BLVD	Oakland	CA	"10900 INTERNATIONAL BLVD
Oakland, CA
(37.73672, -122.164746)"
VANDALISM	10/07/2018 10:47:00 PM	18-914170	VANDALISM	01X	2ND ST & WEBSTER ST	Oakland	CA	"2ND ST &amp; WEBSTER ST
Oakland, CA
(37.795113, -122.273933)"
VANDALISM	10/09/2018 06:10:00 PM	18-914386	VANDALISM	27Y	62ND AV & BANCROFT AV	Oakland	CA	"62ND AV &amp; BANCROFT AV
Oakland, CA
(37.770374, -122.187665)"
DUI	11/06/2018 12:55:00 AM	18-056232	DRIV:SUSP/ETC LIC:DUI:VIO	21X	E 17TH ST & 24TH AV	Oakland	CA	"E 17TH ST &amp; 24TH AV
Oakland, CA
(37.784947, -122.231976)"
ROBBERY	10/19/2018 07:59:00 PM	18-053158	ROBBERY-FIREARM	08X	2900 BROADWAY	Oakland	CA	"2900 BROADWAY
Oakland, CA
(37.817422, -122.26293)"
THEFT/LARCENY	11/06/2018 09:30:00 PM	18-915869	BURGLARY-AUTO	03X	300 8TH ST	Oakland	CA	"300 8TH ST
Oakland, CA
(37.798794, -122.270189)"
ASSAULT	10/02/2018 05:22:00 PM	18-050041	BATTERY	30Y	6600 BANCROFT AV	Oakland	CA	"6600 BANCROFT AV
Oakland, CA
(37.769774, -122.183239)"
THEFT/LARCENY	10/17/2018 08:29:00 PM	18-052814	BURGLARY-AUTO	04X	1700 SAN PABLO AV	Oakland	CA	"1700 SAN PABLO AV
Oakland, CA
(37.807536, -122.27225)"
ASSAULT	11/07/2018 04:10:00 PM	18-056579	BATTERY	34X	8900 INTERNATIONAL BLVD	Oakland	CA	"8900 INTERNATIONAL BLVD
Oakland, CA
(37.750357, -122.174851)"
MOTOR VEHICLE THEFT	10/10/2018 11:00:00 AM	18-051524	VEHICLE THEFT - AUTO	08X	NORTHGATE AV & SYCAMORE ST	Oakland	CA	"NORTHGATE AV &amp; SYCAMORE ST
Oakland, CA
(37.815374, -122.270142)"
MOTOR VEHICLE THEFT	10/10/2018 09:00:00 AM	18-051626	VEHICLE THEFT - AUTO	09X	4400 PIEDMONT AV	Oakland	CA	"4400 PIEDMONT AV
Oakland, CA
(37.830408, -122.247137)"
WEAPONS	10/20/2018 12:51:00 AM	18-053183	MFG/SALE/POSSESS/ETC LARGE CAPACITY MAGAZINE	04X	100 14TH ST	Oakland	CA	"100 14TH ST
Oakland, CA
(37.801066, -122.26288)"
THEFT/LARCENY	10/10/2018 05:50:00 PM	18-914369	BURGLARY-AUTO	08X	29TH ST & WEBSTER ST	Oakland	CA	"29TH ST &amp; WEBSTER ST
Oakland, CA
(37.817561, -122.26376)"
THEFT/LARCENY	10/29/2018 01:00:00 PM	18-054929	BURGLARY-AUTO	08X	W MACARTHUR BLVD & TELEGRAPH AV	Oakland	CA	"W MACARTHUR BLVD &amp; TELEGRAPH AV
Oakland, CA
(37.826441, -122.265173)"
ASSAULT	11/15/2018 11:00:00 PM	18-058017	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	29X	6400 FOOTHILL BLVD	Oakland	CA	"6400 FOOTHILL BLVD
Oakland, CA
(37.770715, -122.184059)"
FRAUD	11/07/2018 10:15:00 AM	18-915898	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	30Y	2700 73RD AVE	Oakland	CA	"2700 73RD AVE
Oakland, CA
(37.76835, -122.173205)"
ASSAULT	11/07/2018 06:00:00 PM	18-056578	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	02Y	800 MCELROY ST	Oakland	CA	"800 MCELROY ST
Oakland, CA
(37.809203, -122.302042)"
VANDALISM	10/26/2018 06:13:00 AM	18-915322	VANDALISM	19X	1200 EMBARCADERO COVE	Oakland	CA	"1200 EMBARCADERO COVE
Oakland, CA"
MOTOR VEHICLE THEFT	10/03/2018 07:15:00 PM	18-051090	VEHICLE THEFT - AUTO	17Y	E 22ND ST & 13TH AV	Oakland	CA	"E 22ND ST &amp; 13TH AV
Oakland, CA
(37.795132, -122.239813)"
ASSAULT	10/01/2018 10:30:00 AM	18-049773	EXHIBIT FIREARM	26Y	INTERNATIONAL BLVD & 73RD AV	Oakland	CA	"INTERNATIONAL BLVD &amp; 73RD AV
Oakland, CA
(37.759176, -122.18689)"
VANDALISM	11/02/2018 10:45:00 PM	18-915714	VANDALISM	04X	17TH ST & JEFFERSON ST	Oakland	CA	"17TH ST &amp; JEFFERSON ST
Oakland, CA
(37.807627, -122.273587)"
THEFT/LARCENY	11/03/2018 06:15:00 PM	18-055845	THEFT	19X	18TH AV & FOOTHILL BLVD	Oakland	CA	"18TH AV &amp; FOOTHILL BLVD
Oakland, CA
(37.788748, -122.240509)"
THEFT/LARCENY	10/25/2018 07:50:00 AM	18-915193	GRAND THEFT	20X	FOOTHILL BLVD & 23RD AV	Oakland	CA	"FOOTHILL BLVD &amp; 23RD AV
Oakland, CA
(37.785183, -122.234107)"
ASSAULT	10/12/2018 11:13:00 AM	18-051828	BATTERY:SPOUSE/ETC	21Y	FLAGG AV & HAROLD ST	Oakland	CA	"FLAGG AV &amp; HAROLD ST
Oakland, CA
(37.797765, -122.216415)"
BURGLARY	10/02/2018 12:26:00 PM	18-050022	SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950	15X	300 E 18TH ST	Oakland	CA	"300 E 18TH ST
Oakland, CA
(37.799513, -122.251499)"
VANDALISM	11/05/2018 05:40:00 PM	18-915890	VANDALISM		2600 109TH AVE	Oakland	CA	"2600 109TH AVE
Oakland, CA
(37.741379, -122.149473)"
MOTOR VEHICLE THEFT	10/26/2018 11:00:00 PM	18-054507	VEHICLE THEFT - AUTO	07X	1200 26TH ST	Oakland	CA	"1200 26TH ST
Oakland, CA
(37.818977, -122.283912)"
ASSAULT	10/10/2018 10:57:00 PM	18-051553	ASSAULT WITH FIREARM ON PERSON	31X	OAKPORT ST & ZHONE WY	Oakland	CA	"OAKPORT ST &amp; ZHONE WY
Oakland, CA
(37.752927, -122.210593)"
ASSAULT	10/02/2018 02:49:00 AM	18-049900	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	14X	GRAND AV & MACARTHUR BLVD	Oakland	CA	"GRAND AV &amp; MACARTHUR BLVD
Oakland, CA
(37.810193, -122.248824)"
ROBBERY	11/06/2018 06:50:00 PM	18-056384	ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)	10X	1000 54TH ST	Oakland	CA	"1000 54TH ST
Oakland, CA
(37.838306, -122.277963)"
VANDALISM	10/17/2018 09:00:00 PM	18-914808	VANDALISM	12X	TELEGRAPH AV & 41ST ST	Oakland	CA	"TELEGRAPH AV &amp; 41ST ST
Oakland, CA
(37.829953, -122.264232)"
THEFT/LARCENY	10/01/2018 09:00:00 PM	18-913782	GRAND THEFT	04X	2200 BROADWAY	Oakland	CA	"2200 BROADWAY
Oakland, CA
(37.810963, -122.266961)"
THEFT/LARCENY	10/10/2018 08:15:00 PM	18-051563	BURGLARY-AUTO	04X	2100 WEBSTER ST	Oakland	CA	"2100 WEBSTER ST
Oakland, CA
(37.809947, -122.265796)"
ARSON	10/16/2018 11:57:00 PM	18-052644	MAL SET/ETC FIRE PROP/ETC - OTHER MOBILE	26Y	800 81ST AV	Oakland	CA	"800 81ST AV
Oakland, CA
(37.750269, -122.191379)"
THEFT/LARCENY	10/12/2018 09:50:00 PM	18-914584	BURGLARY-AUTO	01X	5TH ST & JEFFERSON ST	Oakland	CA	"5TH ST &amp; JEFFERSON ST
Oakland, CA
(37.799538, -122.27863)"
ASSAULT	10/10/2018 05:32:00 PM	18-051505	ADW NOT F/ARM:PO/FIRE:GBI	77X	500 OVERPASS/FRM 24	Oakland	CA	"500 OVERPASS/FRM 24
Oakland, CA"
THEFT/LARCENY	10/09/2018 08:00:00 PM	18-914315	BURGLARY-AUTO	01X	400 3RD ST	Oakland	CA	"400 3RD ST
Oakland, CA
(37.796218, -122.274569)"
ASSAULT	11/03/2018 05:33:00 PM	18-055831	BATTERY	31Y	98TH AV & WALTER AV	Oakland	CA	"98TH AV &amp; WALTER AV
Oakland, CA
(37.736975, -122.182657)"
ASSAULT	10/07/2018 09:19:00 PM	18-050985	SHOOT AT INHABITED DWELLING/VEHICLE/ETC	07X	1000 W GRAND AV	Oakland	CA	"1000 W GRAND AV
Oakland, CA
(37.81498, -122.281156)"
DISTURBING THE PEACE	11/09/2018 04:45:00 PM	18-056950	DISTURB THE PEACE	32X	9800 C ST	Oakland	CA	"9800 C ST
Oakland, CA
(37.742298, -122.174746)"
ASSAULT	10/07/2018 08:30:00 PM	18-050980	BATTERY	16X	3200 LAKESHORE AV	Oakland	CA	"3200 LAKESHORE AV
Oakland, CA
(37.810256, -122.245497)"
THEFT/LARCENY	10/21/2018 10:15:00 AM	18-053450	BURGLARY-AUTO	19X	FOOTHILL BLVD & 17TH AV	Oakland	CA	"FOOTHILL BLVD &amp; 17TH AV
Oakland, CA
(37.789373, -122.241551)"
ASSAULT	10/19/2018 10:24:00 PM	18-053167	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	32Y	98TH AV & GOLF LINKS RD	Oakland	CA	"98TH AV &amp; GOLF LINKS RD
Oakland, CA
(37.754067, -122.152024)"
MOTOR VEHICLE THEFT	10/12/2018 12:00:00 PM	18-051913	VEHICLE THEFT - AUTO	02X	7TH ST & KIRKHAM ST	Oakland	CA	"7TH ST &amp; KIRKHAM ST
Oakland, CA
(37.804701, -122.292364)"
THEFT/LARCENY	10/10/2018 07:30:00 PM	18-914400	BURGLARY-AUTO	04X	500 17TH ST	Oakland	CA	"500 17TH ST
Oakland, CA
(37.806915, -122.270726)"
THEFT/LARCENY	10/19/2018 07:40:00 PM	18-914913	BURGLARY-AUTO	12X	TELEGRAPH AV & 46TH ST	Oakland	CA	"TELEGRAPH AV &amp; 46TH ST
Oakland, CA
(37.833597, -122.263344)"
ASSAULT	10/28/2018 01:45:00 AM	18-054682	WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER	21X	2600 E 27TH ST	Oakland	CA	"2600 E 27TH ST
Oakland, CA
(37.791442, -122.222481)"
THEFT/LARCENY	10/17/2018 02:30:00 PM	18-052773	THEFT	23X	3900 ALAMEDA AV	Oakland	CA	"3900 ALAMEDA AV
Oakland, CA
(37.768227, -122.225001)"
ASSAULT	10/08/2018 07:30:00 PM	18-051138	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	26Y	80TH AV & INTERNATIONAL BLVD	Oakland	CA	"80TH AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.756639, -122.181587)"
DRUGS/ALCOHOL VIOLATIONS	10/20/2018 04:44:00 PM	18-053348	SIMPLE POSSESSION OF METHAMPHETAMINE, ECSTASY, GHB, LISTED SUBSTANCES	08X	27TH ST & NORTHGATE AV	Oakland	CA	"27TH ST &amp; NORTHGATE AV
Oakland, CA
(37.816476, -122.269833)"
THEFT/LARCENY	11/06/2018 07:00:00 PM	18-915886	BURGLARY-AUTO	08X	2700 BROADWAY	Oakland	CA	"2700 BROADWAY
Oakland, CA
(37.815525, -122.264102)"
THEFT/LARCENY	10/26/2018 07:00:00 PM	18-054501	BURGLARY-AUTO	01X	300 WEBSTER ST	Oakland	CA	"300 WEBSTER ST
Oakland, CA
(37.796036, -122.273379)"
FRAUD	11/07/2018 05:50:00 PM	18-915918	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.		INTERNATIONAL BANCROFT AVE	Oakland	CA	"INTERNATIONAL BANCROFT AVE
Oakland, CA"
THEFT/LARCENY	10/02/2018 05:00:00 PM	18-914181	BURGLARY-AUTO	77X	HILLEGASS AV & TELEGRAPH AV	Oakland	CA	"HILLEGASS AV &amp; TELEGRAPH AV
Oakland, CA"
VANDALISM	10/06/2018 07:00:00 AM	18-915112	VANDALISM	21Y	CORDOVA ST & FRUITVALE AV	Oakland	CA	"CORDOVA ST &amp; FRUITVALE AV
Oakland, CA
(37.7962, -122.217796)"
BURGLARY	10/09/2018 09:17:00 AM	18-051214	SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950	15X	200 E 18TH ST	Oakland	CA	"200 E 18TH ST
Oakland, CA
(37.800222, -122.253307)"
MOTOR VEHICLE THEFT	11/13/2018 03:06:00 AM	18-057529	VEHICLE THEFT - AUTO	26Y	1300 65TH AV	Oakland	CA	"1300 65TH AV
Oakland, CA
(37.762535, -122.194397)"
THEFT/LARCENY	11/02/2018 09:00:00 PM	18-915858	BURGLARY-AUTO	25X	4700 GERANIUM PLACE	Oakland	CA	"4700 GERANIUM PLACE
Oakland, CA
(37.795536, -122.180242)"
MOTOR VEHICLE THEFT	10/05/2018 05:00:00 PM	18-051486	VEHICLE THEFT - AUTO	02X	300 BRUSH ST	Oakland	CA	"300 BRUSH ST
Oakland, CA
(37.799557, -122.283058)"
THEFT/LARCENY	10/10/2018 11:30:00 AM	18-914373	BURGLARY-AUTO	08X	2900 BROADWAY	Oakland	CA	"2900 BROADWAY
Oakland, CA
(37.817422, -122.26293)"
ARSON	11/16/2018 10:00:00 AM	18-058065	ARSON: PROPERTY	27X	1400 HIGH ST	Oakland	CA	"1400 HIGH ST
Oakland, CA
(37.772646, -122.214456)"
THEFT/LARCENY	11/01/2018 12:30:00 AM	18-915594	BURGLARY-AUTO	01X	4TH ST & BROADWAY	Oakland	CA	"4TH ST &amp; BROADWAY
Oakland, CA
(37.797441, -122.275554)"
ASSAULT	10/23/2018 11:00:00 PM	18-054206	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	05Y	W GRAND AV & WOOD ST	Oakland	CA	"W GRAND AV &amp; WOOD ST
Oakland, CA
(37.818729, -122.293492)"
MOTOR VEHICLE THEFT	10/04/2018 05:13:00 AM	18-050551	VEHICLE THEFT - AUTO	26X	800 51ST AV	Oakland	CA	"800 51ST AV
Oakland, CA
(37.765272, -122.212151)"
MOTOR VEHICLE THEFT	11/11/2018 06:30:00 PM	18-057961	VEHICLE THEFT - AUTO	19X	2000 FOOTHILL BLVD	Oakland	CA	"2000 FOOTHILL BLVD
Oakland, CA
(37.787495, -122.238406)"
MOTOR VEHICLE THEFT	11/11/2018 01:20:00 PM	18-916178	ATTEMPT VEHICLE THEFT-AUTO	02Y	10TH ST & PERALTA ST	Oakland	CA	"10TH ST &amp; PERALTA ST
Oakland, CA
(37.808422, -122.296281)"
MOTOR VEHICLE THEFT	10/08/2018 09:00:00 AM	18-051543	VEHICLE THEFT - AUTO	19X	E 11TH ST & 2ND AV	Oakland	CA	"E 11TH ST &amp; 2ND AV
Oakland, CA
(37.796607, -122.258214)"
MOTOR VEHICLE THEFT	10/10/2018 05:30:00 PM	18-051567	VEHICLE THEFT - AUTO	31Z	300 BERGEDO DR	Oakland	CA	"300 BERGEDO DR
Oakland, CA
(37.727316, -122.175515)"
FRAUD	10/11/2018 12:40:00 AM	18-914298	USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.	10X	1000 59TH ST	Oakland	CA	"1000 59TH ST
Oakland, CA
(37.842784, -122.27928)"
THEFT/LARCENY	10/08/2018 07:00:00 PM	18-914332	BURGLARY-AUTO	01X	00 BROADWAY	Oakland	CA	"00 BROADWAY
Oakland, CA"
THEFT/LARCENY	10/09/2018 01:35:00 PM	18-914330	GRAND THEFT	12X	300 45TH ST	Oakland	CA	"300 45TH ST
Oakland, CA
(37.833186, -122.253222)"
MOTOR VEHICLE THEFT	10/28/2018 08:00:00 PM	18-054911	VEHICLE THEFT - AUTO	17Y	1100 E 24TH ST	Oakland	CA	"1100 E 24TH ST
Oakland, CA
(37.797943, -122.239626)"
THEFT/LARCENY	11/14/2018 09:35:00 AM	18-916371	BURGLARY-AUTO	31X	8400 EDGEWATER DR	Oakland	CA	"8400 EDGEWATER DR
Oakland, CA
(37.737486, -122.198228)"
VANDALISM	11/14/2018 09:30:00 PM	18-916388	VANDALISM		21ST AND BROADWAY ST	Oakland	CA	"21ST AND BROADWAY ST
Oakland, CA
(37.810023, -122.267532)"
ASSAULT	10/04/2018 09:20:00 PM	18-050524	THREAT CRIME:INT:TERRORIZE	30Y	FOOTHILL BLVD & HAVENSCOURT BLVD	Oakland	CA	"FOOTHILL BLVD &amp; HAVENSCOURT BLVD
Oakland, CA
(37.770415, -122.181827)"
THEFT/LARCENY	10/25/2018 09:00:00 PM	18-915261	BURGLARY-AUTO	01X	200 WEBSTER ST	Oakland	CA	"200 WEBSTER ST
Oakland, CA
(37.795442, -122.273739)"
MOTOR VEHICLE THEFT	11/15/2018 05:00:00 PM	18-058087	VEHICLE THEFT - AUTO	25X	3900 BAYO STREET	Oakland	CA	"3900 BAYO STREET
Oakland, CA
(37.792314, -122.193088)"
VANDALISM	11/07/2018 08:00:00 PM	18-915924	VANDALISM	08X	2200 TELEGRAPH AVE	Oakland	CA	"2200 TELEGRAPH AVE
Oakland, CA
(37.811582, -122.269056)"
ASSAULT	10/29/2018 04:30:00 PM	18-054967	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	27Y	5200 BANCROFT AV	Oakland	CA	"5200 BANCROFT AV
Oakland, CA
(37.771774, -122.203387)"
ASSAULT	11/12/2018 01:00:00 AM	18-058015	BATTERY:SPOUSE/EX SPOUSE/DATE/ETC	08X	300 OAKLAND AV	Oakland	CA	"300 OAKLAND AV
Oakland, CA
(37.816513, -122.257211)"
VANDALISM	10/26/2018 01:40:00 AM	18-054333	VANDALISM [$400 TO $5,000]	04X	18TH ST & TELEGRAPH AV	Oakland	CA	"18TH ST &amp; TELEGRAPH AV
Oakland, CA
(37.807636, -122.270047)"
BURGLARY	10/01/2018 10:30:00 AM	18-049881	BURGLARY-FORCIBLE ENTRY	17X	600 E 18TH ST	Oakland	CA	"600 E 18TH ST
Oakland, CA
(37.797646, -122.249317)"
VANDALISM	10/09/2018 07:22:00 AM	18-914303	VANDALISM	07X	3200 MAGNOLIA ST	Oakland	CA	"3200 MAGNOLIA ST
Oakland, CA
(37.824292, -122.281967)"
ASSAULT	11/16/2018 12:25:00 AM	18-058019	INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT	02Y	800 WILLOW ST	Oakland	CA	"800 WILLOW ST
Oakland, CA
(37.80782, -122.300368)"
THEFT/LARCENY	10/27/2018 09:45:00 PM	18-054661	BURGLARY-AUTO	77X	100 JOHN ST	Oakland	CA	"100 JOHN ST
Oakland, CA
(37.828947, -122.249056)"
DRUGS/ALCOHOL VIOLATIONS	11/02/2018 11:11:00 PM	18-055727	DISORDERLY CONDUCT - ALCOHOL	22Y	PEMBROKE CT & SKYLINE BLVD	Oakland	CA	"PEMBROKE CT &amp; SKYLINE BLVD
Oakland, CA
(37.799777, -122.172158)"
THEFT/LARCENY	10/19/2018 08:05:00 PM	18-914940	BURGLARY-AUTO	08X	NORTHGATE AV & SYCAMORE ST	Oakland	CA	"NORTHGATE AV &amp; SYCAMORE ST
Oakland, CA
(37.815374, -122.270142)"
THEFT/LARCENY	10/06/2018 09:50:00 AM	18-914166	BURGLARY-AUTO	09X	600 FAIRMOUNT AV	Oakland	CA	"600 FAIRMOUNT AV
Oakland, CA
(37.822277, -122.253645)"
VANDALISM	11/03/2018 07:00:00 PM	18-915726	VANDALISM	04X	17TH ST & CLAY ST	Oakland	CA	"17TH ST &amp; CLAY ST
Oakland, CA
(37.807193, -122.272422)"
MOTOR VEHICLE THEFT	10/21/2018 07:00:00 PM	18-053564	VEHICLE THEFT - AUTO	34X	90TH AV & SUNNYSIDE ST	Oakland	CA	"90TH AV &amp; SUNNYSIDE ST
Oakland, CA
(37.753107, -122.166772)"
MOTOR VEHICLE THEFT	10/11/2018 08:27:00 AM	18-051588	VEHICLE THEFT - AUTO	20X	2900 E 7TH ST	Oakland	CA	"2900 E 7TH ST
Oakland, CA
(37.774061, -122.23266)"
VANDALISM	10/20/2018 11:30:00 AM	18-053316	VANDALISM	25X	4700 MACARTHUR BLVD	Oakland	CA	"4700 MACARTHUR BLVD
Oakland, CA
(37.785235, -122.190381)"
THEFT/LARCENY	10/01/2018 05:03:00 PM	18-049837	STEAL FROM DEPENDENT/ELDER ADULT (OVER $400)	21Y	2900 FRUITVALE AV	Oakland	CA	"2900 FRUITVALE AV
Oakland, CA
(37.793042, -122.21905)"
THEFT/LARCENY	10/05/2018 06:55:00 PM	18-914090	GRAND THEFT	08X	500 40TH ST	Oakland	CA	"500 40TH ST
Oakland, CA
(37.82926, -122.264805)"
DUI	11/12/2018 02:23:00 AM	18-057310	DUI ALCOHOL/DRUGS	20X	26TH AV & FOOTHILL BLVD	Oakland	CA	"26TH AV &amp; FOOTHILL BLVD
Oakland, CA
(37.784562, -122.228957)"
THEFT/LARCENY	11/07/2018 09:00:00 PM	18-915923	BURGLARY-AUTO	12X	500 49TH ST	Oakland	CA	"500 49TH ST
Oakland, CA
(37.835756, -122.262788)"
VANDALISM	11/04/2018 12:15:00 AM	18-915862	VANDALISM	06X	800 37TH ST	Oakland	CA	"800 37TH ST
Oakland, CA
(37.826709, -122.271901)"
THEFT/LARCENY	11/03/2018 10:00:00 PM	18-056159	THEFT	02X	10TH ST & KIRKHAM WY	Oakland	CA	"10TH ST &amp; KIRKHAM WY
Oakland, CA
(37.807575, -122.291382)"
ASSAULT	11/08/2018 07:00:00 PM	18-056813	FORCE/ADW-OTHER DANGEROUS WEAPON:GBI	34X	89TH AV & INTERNATIONAL BLVD	Oakland	CA	"89TH AV &amp; INTERNATIONAL BLVD
Oakland, CA
(37.750357, -122.174851)"
